uuid;selected;timestamp;building;solution;stored
589ddc755c004bfaab847278be64ae56;0;1693151346.4385645;1;{'B': 1, 'D': 2, 'A': (1,), 'C': 2, 'E': 1};0c8aaa80894d4ad5829e4ba2e8d70f01
