t,w
2016-08-04 20:11:00,0.0
2016-08-04 21:11:00,0.0
2016-08-04 22:11:00,0.0
2016-08-04 23:11:00,0.0
2016-08-05 00:11:00,0.0
2016-08-05 01:11:00,0.0
2016-08-05 02:11:00,0.0
2016-08-05 03:11:00,0.0
2016-08-05 04:11:00,0.0
2016-08-05 05:11:00,1711.915
2016-08-05 06:11:00,1796.91
2016-08-05 07:11:00,4451.780000000001
2016-08-05 08:11:00,8538.215
2016-08-05 09:11:00,11486.785
2016-08-05 10:11:00,15053.46
2016-08-05 11:11:00,29769.165
2016-08-05 12:11:00,26802.35
2016-08-05 13:11:00,5384.054999999999
2016-08-05 14:11:00,23838.205
2016-08-05 15:11:00,11266.064999999999
2016-08-05 16:11:00,1381.7250000000001
2016-08-05 17:11:00,773.855
2016-08-05 18:11:00,293.255
2016-08-05 19:11:00,0.0
2016-08-05 20:11:00,0.0
2016-08-05 21:11:00,0.0
2016-08-05 22:11:00,0.0
2016-08-05 23:11:00,0.0
2016-08-06 00:11:00,0.0
2016-08-06 01:11:00,0.0
2016-08-06 02:11:00,0.0
2016-08-06 03:11:00,0.0
2016-08-06 04:11:00,0.0
2016-08-06 05:11:00,1653.175
2016-08-06 06:11:00,6303.425
2016-08-06 07:11:00,12055.495
2016-08-06 08:11:00,13751.835
2016-08-06 09:11:00,13831.045
2016-08-06 10:11:00,12469.345
2016-08-06 11:11:00,15895.4
2016-08-06 12:11:00,25789.975
2016-08-06 13:11:00,25511.405
2016-08-06 14:11:00,2504.9049999999997
2016-08-06 15:11:00,2283.7400000000002
2016-08-06 16:11:00,7854.695
2016-08-06 17:11:00,3788.285
2016-08-06 18:11:00,902.46
2016-08-06 19:11:00,0.0
2016-08-06 20:11:00,0.0
2016-08-06 21:11:00,0.0
2016-08-06 22:11:00,0.0
2016-08-06 23:11:00,0.0
2016-08-07 00:11:00,0.0
2016-08-07 01:11:00,0.0
2016-08-07 02:11:00,0.0
2016-08-07 03:11:00,0.0
2016-08-07 04:11:00,0.0
2016-08-07 05:11:00,1021.72
2016-08-07 06:11:00,5011.59
2016-08-07 07:11:00,5053.42
